Regions,County,IP Name,Website URL,Site City,Description,Latitude,Longitude,Subcategories,Minor Categories,Image URL,Location
New York City,New York County,Airway Inn,http://www.airwayinn.com,East Elmhurst,"Near Shea Stadium, U.S. Open Tennis Center, Yankee Stadium and only 5 miles from Manhattan. Free transportation to/from LaGuardia Airport.",40.7655253,-73.8906738,Hotels & Motels,Hotels & Motels,,"(40.7655253, -73.8906738)"
New York City,New York County,"Alex Hotel, The",http://www.thealexhotel.com,New York,"Contemporary, luxury hotel, opened in 2004 with 203 rooms and suites.   Leading hotel of the world. Convenient to Chysler Bldg, Madison Ave. Grand Central, Riingo Restaurant on site serving contemporary, american and classic Asian cuisine with sushi bar.  Pet friendly.",40.75,-73.97,Hotels & Motels,Hotels & Motels,,"(40.75, -73.97)"
New York City,New York County,"Algonquin Hotel, The",http://www.algonquinhotel.com,New York,"Algonquin is close to Broadway Theatre, 5th Ave shopping & many NY attractions: The Empire State Building, Rockefeller Center, & Museum of Modern Art.",40.756047,-73.98232,Hotels & Motels,Hotels & Motels,,"(40.756047, -73.98232)"
New York City,New York County,All Around the Town,,New York,"Reservation service for unhosted, self-catered, furnished apartments for short-term stays in Manhattan. All apartments are in safe, convenient neighborhoods. Three night minimum.",40.7396801,-73.9909998,Hotels & Motels|Vacation Rentals,Hotels & Motels|Vacation Rentals,,"(40.7396801, -73.9909998)"
New York City,New York County,Amsterdam Court Hotel,,New York,150 rooms. Close to attractions and shopping. Complimentary continental breakfast. Full service. Multilingual.,40.7617887,-73.9852062,Hotels & Motels,Hotels & Motels,,"(40.7617887, -73.9852062)"
New York City,New York County,Anchor Inn,http://www.theanchorinn.com,Bayside,"Modern decor, deluxe rooms with four poster beds, fridge, jacuzzi whirlpool. Rooms with kitchenettes. Free garage parking. Walking distance to railroad. Minutes to Manhattan. New York City convenience at very affordable rates",40.760452,-73.766057,Hotels & Motels,Hotels & Motels,,"(40.760452, -73.766057)"
New York City,New York County,Anco Studios,,New York,"Offers quality short-term accommodations with kitchen on the Upper East Side starting at only $99. Walking distance to many landmarks, museums, shops, and restaurants. Prices include all taxes.",40.776682,-73.957791,Hotels & Motels,Hotels & Motels,,"(40.776682, -73.957791)"
New York City,New York County,Arlington Hotel,,New York,"Affordable with renovated rooms in Chelsea district. Convenient to midtown shopping and Greenwich Village. Free breakfast. Gift shop, tour desk, restaurant. Double/twin.",40.7432477,-73.9901057,Hotels & Motels,Hotels & Motels,,"(40.7432477, -73.9901057)"
New York City,New York County,At Home In New York,,New York,"More than 300 well-located B&Bs and private apartments in Manhattan. Luxury hi-rises, private brownstones, artists' lofts and modest flats. Immaculate, affordable rates.",40.76,-73.98,B&Bs & Country Inns|Vacation Rentals,B&Bs & Country Inns|Vacation Rentals,,"(40.76, -73.98)"
New York City,New York County,Barbizon Hotel,,New York,"Air conditioned rms available, Non-smoking rms, Private baths,  television in rm.",40.7644601,-73.9663576,Hotels & Motels,Hotels & Motels,,"(40.7644601, -73.9663576)"
New York City,New York County,Bed & Breakfast Network,http://www.bedandbreakfastnetny.com/,New York,"We are a reservation service in business since 1986. We represent over 200 accommodations, hosted and unhosted, mostly in Manhattan.",40.7320269,-74.009335,B&Bs & Country Inns,B&Bs & Country Inns,,"(40.7320269, -74.009335)"
New York City,New York County,Bedford Hotel,http://www.bedfordhotel.com,New York,"Fashionable and convenient, the Bedford Hotel is just a short walk to Fifth Avenue, Rockefeller Center and the United Nations.",40.7503593,-73.9775381,Hotels & Motels,Hotels & Motels,,"(40.7503593, -73.9775381)"
New York City,New York County,Beekman Tower Hotel,http://www.thebeekmanhotel.com/,New York,"The Beekman Tower Hotel is a boutique hotel conveniently located in Manhattan’s distinguished mid-town east side, situated in the middle of the Beekman, Sutton, United Nations and Tudor City neighborhoods. The hotel is near all transportation and is right off FDR Drive, making arrival and departure effortless.  Audubon Greenleaf rated.",40.7532331,-73.9663331,Hotels & Motels,Hotels & Motels,,"(40.7532331, -73.9663331)"
New York City,New York County,Belvedere Hotel,http://www.newyorkhotel.com/belvedere/belvedere.htm,New York,"Upscale 400 room, boutique style mid-town hotel in the theatre district. Elegant accommodations and amenities.",40.7615111,-73.9880993,Hotels & Motels,Hotels & Motels,,"(40.7615111, -73.9880993)"
New York City,New York County,Bentley,http://www.hotelbentleynewyork.com/,New York,"123 rooms. New, elegant, great location. River  views, large windows in every room. Custom designed furniture, spacious rooms. Complimentary continental breakfast.",40.760153,-73.958293,Hotels & Motels,Hotels & Motels,,"(40.760153, -73.958293)"
New York City,New York County,Best Western City View Motor Inn,,Long Island City,Manhattan view. Video rentals available.,40.7361379,-73.934203,Hotels & Motels,Hotels & Motels,,"(40.7361379, -73.934203)"
New York City,New York County,Best Western Eden Park Hotel,http://www.bestwestern.com/edenparkhotel,Flushing,"U.S. Open, Shea Stadium- 3 miles. Complimentary shuttle service to both LaGuardia and JFK airports. Shuttle service also available to the subway station and Queens Mall.",40.7607192,-73.8589477,Hotels & Motels,Hotels & Motels,,"(40.7607192, -73.8589477)"
New York City,New York County,Best Western President Hotel,,New York,In the New York theater district. Walk to shopping.,40.7606106,-73.9862052,Hotels & Motels,Hotels & Motels,,"(40.7606106, -73.9862052)"
New York City,New York County,Best Western Seaport Inn,,New York,Renovated landmark building with 72 Federal-style guest rooms. Some rooms feature Jacuzzi tub or terrace.,40.7083095,-74.0019338,Hotels & Motels,Hotels & Motels,,"(40.7083095, -74.0019338)"
New York City,New York County,Boulevard Motor Inn,,Flushing,"Air Conditioned rms avail, Fireplace in rms, Kitchenettes,  Private bath.",40.73816,-73.887071,Hotels & Motels,Hotels & Motels,,"(40.73816, -73.887071)"
New York City,New York County,Brandon Residence for Women,http://www.thebrandon.org,New York,"Dormitory housing for single women; ideal for students and business women relocating, visiting, or attending school. Clean, safe environment, shared bath, two meals daily, housekeeping, linens.",40.7886988,-73.9798407,Hostels,Hostels,,"(40.7886988, -73.9798407)"
New York City,New York County,Bridge Suites,,New York,"Air Conditioned rms, Fireplace in rms avail, Private baths, Kitchenettes.",40.76092,-73.963128,Hotels & Motels,Hotels & Motels,,"(40.76092, -73.963128)"
New York City,New York County,Broadway Inn,http://www.broadwayinn.com,New York,"Hotel has 41 rooms including 3 suites. Offers guests international charm and service, steps from theatres and Times Square.  Perfect for business travelers or overnight stays for people attending a broadway play. Famous for family-friendly welcome, sparkling-clean rooms, incredible service and special deals like free parking, free breakfasts, and discounts on shopping and theater tickets for hit shows. The only European-style bed and breakfast in the Times Square area.",40.76,-73.98,Hotels & Motels,Hotels & Motels,,"(40.76, -73.98)"
New York City,New York County,Broadway Plaza Hotel,http://www.broadwayplazahotel.com,New York,"Intimate and friendly, with spacious, relaxing guest rooms. Near Macy's, Empire State Building, Madison Square Garden. Convenient base for shopping, sightseeing, business, convention. All amenities.",40.75,-74,Hotels & Motels,Hotels & Motels,,"(40.75, -74)"
New York City,New York County,Bryant Park Hotel,http://www.bryantparkhotel.com,New York,"Driven by style, contemporary design, and state-of-the-art amenities, this is midtown's first luxury designer hotel. Combines glamour, sophistication, and world class service for the discerning traveler.",40.75,-73.98,Hotels & Motels,Hotels & Motels,,"(40.75, -73.98)"
New York City,New York County,Buckingham Hotel,http://www.buckinghamhotel.com,New York,"A residential hotel accepting stays of two weeks and longer. Located two blocks from Central Park, near Carnegie Hall and Tiffany's it boasts the best location in the world.",40.7645904,-73.9773501,Hotels & Motels|Vacation Rentals,Hotels & Motels|Vacation Rentals,,"(40.7645904, -73.9773501)"
New York City,New York County,"Carlyle, The",,New York,"Since 1929, Manhattan deluxe hotel. A home away from home for many visiting dignitaries, corporate leaders & stars seeking a low profile life.",40.7743698,-73.9635195,Hotels & Motels,Hotels & Motels,,"(40.7743698, -73.9635195)"
New York City,New York County,Carnegie Suites,http://www.new.york.hotelguide.net/data/h100132.htm,New York,"In Manhattan, close to Central Park.",40.767016,-73.980861,Hotels & Motels,Hotels & Motels,,"(40.767016, -73.980861)"
New York City,New York County,Chelsea Inn,http://www.chelseainn.com,New York,"Great value in New York's Chelsea area. Newly renovated rooms overlooking Hudson River. Clean and friendly. Near Chelsea Piers, Javitz Center, art galleries, theater district.",40.7490752,-74.0066783,Hotels & Motels,Hotels & Motels,,"(40.7490752, -74.0066783)"
New York City,New York County,Chelsea Savoy Hotel,http://www.chelseasavoy.com,New York,"Brand new hotel located in the artistic Chelsea Section of Manhattan. Walking distance to Greenwich village, Flatiron and Fashion districts.",40.744077,-73.9961069,Hotels & Motels,Hotels & Motels,,"(40.744077, -73.9961069)"
New York City,New York County,Chelsea Star Hotel,http://www.chelseastar.com,New York,"For the budget minded traveler. New York City's most exciting theme hotel featuring private custom designed rooms with shared bathrooms.  Also, hostel accommodations and fully furnished one-bedroom apartments with private kitchen and marble bath.",40.7496655,-73.9953404,Hotels & Motels,Hotels & Motels,,"(40.7496655, -73.9953404)"
New York City,New York County,Clarion Hotel at La Guardia Airport,http://www.newyorkclarion.com,East Elmhurst,"A 3-star, 3-diamond full service hotel has just completed renovation. Convenient location at LaGuardia Airport, NYC and very easy accessibility to Manhattan, all NYC 5 boroughs, Long island and Tri State area.",40.77,-73.88,Hotels & Motels,Hotels & Motels,,"(40.77, -73.88)"
New York City,New York County,Clarion Hotel Park Avenue,,New York,Nestled in a delightful residential area and surrounded by midtown's popular bistros and restaurants.  Contains 52 newly renovated rooms.  The preferred choice for business or leisure travelers.,40.74,-73.98,Hotels & Motels,Hotels & Motels,,"(40.74, -73.98)"
New York City,New York County,Comfort Inn by The Javits Center,http://www.comfortinn.com,New York,"One-quarter mile from Empire State Building, Macy's, Manhattan Mall, Times Square, Penn Station, and Port Authority. Brand new clean, comfortable, and cozy rooms. Modern fire-safe building. Dataport, two-line phones, iron, hair dryer. Parking.",40.7553929,-73.9973427,Hotels & Motels,Hotels & Motels,,"(40.7553929, -73.9973427)"
New York City,New York County,Comfort Inn Central Park West,http://www.comfortinns.com,New York,"Located at Central Park, close to fine dining, attractions, shopping, transportation.",40.776202,-73.97763,Hotels & Motels,Hotels & Motels,,"(40.776202, -73.97763)"
New York City,New York County,Comfort Inn La Guardia Airport,http://www.comfortinn.com,Flushing,"One mile from LGA Airport, five miles from JFK, one mile from Flushing Meadow Tennis Center, ten miles from Manhattan. Fully furnished rooms with satellite TV, iron, hair dryer, coffee maker, free deluxe continental breakfast, newspaper, 24-hr coffee.",40.760774,-73.833721,Hotels & Motels,Hotels & Motels,,"(40.760774, -73.833721)"
New York City,New York County,Comfort Inn Long Island City,http://www.choicehotels.com/hotel/ny265,Long Island City,"Located near the famed 59th Street Bridge, the brand new hotel, is your gateway to Manhattan without paying the big city price. Situated next to the Citibank building, it's uniquely positioned to serve both the Queens and Manhattan business traveler.",40.750043,-73.9414199,Hotels & Motels,Hotels & Motels,,"(40.750043, -73.9414199)"
New York City,New York County,Comfort Inn Manhattan,http://www.comfortinnmanhattan.com,New York,"Welcome to the Comfort Inn Manhattan, a welcoming hotel in New York City's midtown Manhattan.  Enjoy a comfortable Manhattan hotel retreat with unique dining, friendly service and great lifestyle amenities.",40.7498644,-73.9863854,Hotels & Motels,Hotels & Motels,,"(40.7498644, -73.9863854)"
New York City,New York County,Comfort Inn Midtown,http://www.applecorehotels.com,New York,"79 rooms. Completely refurbished in 1997. Coffee/maker, complimentary continental breakfast, complimentary newspaper weekdays, Iron/board, business center, fitness center. Complimentary Wi-Fi services available.",40.758146,-73.983426,Hotels & Motels,Hotels & Motels,,"(40.758146, -73.983426)"
New York City,New York County,Cosmopolitan Hotel-Tribeca,http://www.cosmohotel.com,New York,A newly remodeled hotel in the heart of TriBeCa. Convenient public transportation to all Midtown attractions.,40.7156446,-74.0089543,Hotels & Motels,Hotels & Motels,,"(40.7156446, -74.0089543)"
New York City,New York County,Courtyard by Marriott at La Guardia Airport,,East Elmhurst,"Each room has coffee maker, hair dryer, irons w/boards. Free parking.",40.769194,-73.8793139,Hotels & Motels,Hotels & Motels,,"(40.769194, -73.8793139)"
New York City,New York County,Courtyard By Marriott/Manhattan - Times Square So.,http://www.courtyard.com/nycmd,New York,"In the heart of the Fashion District and blocks away from 42nd St, Times Square & the Theater District.",40.7537288,-73.9862029,Hotels & Motels,Hotels & Motels,,"(40.7537288, -73.9862029)"
New York City,New York County,Crowne Plaza at the United Nations,http://www.unitednationsarea.crowneplaza.com,New York,"Close to the UN, Grand Central Station, Fifth Avenue shopping, and corporate headquarters. Recently renovated. Each with Italian marble bath.",40.749452,-73.971907,Hotels & Motels,Hotels & Motels,,"(40.749452, -73.971907)"
New York City,New York County,Crowne Plaza JFK Airport Hotel,http://www.crowneplaza.com,Jamaica,Business hotel located 1 mi. from JFK Airport. Shuttle service available.,40.667842,-73.786273,Hotels & Motels,Hotels & Motels,,"(40.667842, -73.786273)"
New York City,New York County,Crowne Plaza La Guardia,,Flushing,"4 Star full service hotel across from LaGuardia Airport.  Complimentary shuttle, Restaurant Lounge. Newly renovated 358 RMS,12,500 sq. ft. of meeting space.",40.767201,-73.867045,Hotels & Motels,Hotels & Motels,,"(40.767201, -73.867045)"
New York City,New York County,Crowne Plaza Times Square Manhattan,http://www.cpmanhattantimessquare.com,New York,"The elegant, 46-story Crowned Plaza Manhattan is located on Broadway, between 8th and 9th Streets, in the heart of New York City's theatre district and the 'New' Times Square.",40.760342,-73.98482,Hotels & Motels,Hotels & Motels,,"(40.760342, -73.98482)"
New York City,New York County,Days Hotel Midtown,,New York,367 rooms. Each room with two double or king-size beds. Indoor parking on premises.,40.7610606,-73.9869718,Hotels & Motels,Hotels & Motels,,"(40.7610606, -73.9869718)"
New York City,New York County,Deauville Hotel,http://www.hoteldeauville.com/,New York,"In midtown Manhattan near businesses and restaurants. Spacious rooms equipped with color/cable TV, private bath, daily maid service, 24-hour security. Multilingual.",40.743894,-73.983003,Hotels & Motels,Hotels & Motels,,"(40.743894, -73.983003)"
New York City,New York County,de Hirsch Residence,,New York,"At the 92nd Street Y. Long and short term accommodations for young people. Single/double furnished rooms. Affordable. Security 24 hours. Fitness center, cooking, refrigerator.",40.782751,-73.952907,Vacation Rentals,Vacation Rentals,,"(40.782751, -73.952907)"
New York City,New York County,Distrikt Hotel,http://www.distrikthotel.com,manhattan,"Located in the heart of Manhattan, only steps away from the New York Times Building and Times Square. Offers a dedication to detail with impeccable service, cutting edge technology, luxurious guestrooms, four- star amenities and fresh cuisine with locally grown ingredients.",40.756597,-73.992866,Hotels & Motels,Hotels & Motels,,"(40.756597, -73.992866)"
New York City,New York County,Doral Park Avenue Hotel,http://www.70parkave.com/,New York,"The all new Doral Park Avenue Hotel welcomes you to a distinctive oasis from the urban whirlwind. From the canopied entrance to top floor suites, brings warm, neighborhood charm to the heart of Manhattan.",40.7498668,-73.9794483,Hotels & Motels,Hotels & Motels,,"(40.7498668, -73.9794483)"
New York City,New York County,Doubletree Guest Suites,http://www.nyc.doubletreehotels.com,New York,460 all-suite hotel located in the heart of the Times Square Theater District.,40.7572405,-73.9798048,Hotels & Motels,Hotels & Motels,,"(40.7572405, -73.9798048)"
New York City,New York County,Eastgate Tower Suite Hotel,http://mesuite.com,New York,"Open the door to the Eastgate's 188 beautifully refurbished studio, junior, one- or two-bedroom suites & a rare spaciousness meets the eye! combines the charm of residential Murray Hill with the convenience of midtown Manhattan. A modern yet peaceful setting with close proximity to corporate offices, Grand Central Station, the United Nations and popular shopping.",40.7485321,-73.9749583,Hotels & Motels,Hotels & Motels,,"(40.7485321, -73.9749583)"
New York City,New York County,Edison Hotel,http://www.edisonhotel.com,New York,At the center of the Broadway Theatre District at Times Square and close to most cultural attractions and corporate offices.,40.7597055,-73.9858948,Hotels & Motels,Hotels & Motels,,"(40.7597055, -73.9858948)"
New York City,New York County,Embassy Suites Hotel New York City,http://embassysuites1.hilton.com/en_US/es/index.do,New York,"463 two-room suites. 6,200 square feet of meeting and banquet space.  24-hour room service and concierge service, guest laundry and valet service available. Each two-room suite includes full breakfast and a two-hour manager's reception.  Close to Battery Park.",40.71,-74.02,Hotels & Motels,Hotels & Motels,,"(40.71, -74.02)"
New York City,New York County,Empire Hotel,http://www.reservationpage.com/C00148/H00123/index.asp,New York,"Across from Lincoln Center, one block from Central Park, min from Midtown and Times Square. Near dining, shopping, entertainment, and cultural events.",40.7714764,-73.9825229,Hotels & Motels,Hotels & Motels,,"(40.7714764, -73.9825229)"
New York City,New York County,"Envoy Club, The",,New York,"Apartments, luxury hotel services (min 30-day stay), concierge, daily maid service, full kitchens,  in-room fax, complimentary health club, business center, private cinema room.",40.743226,-73.974285,Vacation Rentals,Vacation Rentals,,"(40.743226, -73.974285)"
New York City,New York County,Excelsior Hotel,http://www.excelsiorhotelny.com,New York,This landmark hotel overlooking the American Museum of Natural History has undergone a complete renovation and has 196 beautifully appointed rooms and suites.,40.783177,-73.973707,Hotels & Motels,Hotels & Motels,,"(40.783177, -73.973707)"
New York City,New York County,Fitzpatrick Grand Central Hotel,http://www.fitzpatrickhotels.com,New York,"Near Grand Central Station and businesses on Fifth, Park & Madison Avenues. Also the United Nations,  Museum of Modern Art and international banking and law institutions.",40.7525078,-73.9744786,Hotels & Motels,Hotels & Motels,,"(40.7525078, -73.9744786)"
New York City,New York County,Fitzpatrick Manhattan Hotel,http://www.fitzpatrickhotels.com/newyork/,New York,"Upscale European Boutique style mid-town Manhattan property, close to shopping, Bloomingdales, Central Park, own car service, 24 hour room service, full service restaurant.",40.7605675,-73.9691546,Hotels & Motels,Hotels & Motels,,"(40.7605675, -73.9691546)"
New York City,New York County,Flatotel International,http://flatotel-intl.com,New York,Beautiful 220 boutique property located in the heart of midtown Manhattan. Fully appointed guestrooms and spacious suites.,40.761821,-73.980947,Hotels & Motels,Hotels & Motels,,"(40.761821, -73.980947)"
New York City,New York County,Four Seasons Hotel New York,http://www.fourseasons.com/newyorkfs/vacations,New York,"Boasting the city's largest guestrooms and baths, rooms are finished in warm tones of honey and sand. Service is at once both warm and impeccable.   Complete spa services available.",40.7621419,-73.9714292,Hotels & Motels|Wellness,Hotels & Motels|Spas & Wellness Centers,,"(40.7621419, -73.9714292)"
New York City,New York County,"Franklin, The",http://www.franklinhotel.com,New York,"Guests enjoy friendly service and Steps from major museums, restaurants, boutiques and night life. Complimentary European breakfast, bottled water and a coffee/ tea bar.",40.7798166,-73.9544342,Hotels & Motels,Hotels & Motels,,"(40.7798166, -73.9544342)"
New York City,New York County,Gershwin Hotel,http://www.gershwinhotel.com,New York,"A multi-media complex unto itself, the fabulous Gershwin also includes an in-house cabaret, The Living Room, which features live music, stand-up comedy and theater performances several nights a week.",40.743737,-73.9869274,Hotels & Motels,Hotels & Motels,,"(40.743737, -73.9869274)"
New York City,New York County,"Gracie Inn, The",http://www.thegracieinn.com/idiloveny.htm,New York,"New York's country inn, nestled in the prestigious upper east side.  Convenient to shopping, theater, nightlife, museums, midtown businesses & NYC Hospitals, (close proximity to schools, the mayor's mansion, east river park, & Southeby's). It's your home away from home or it's ""like having your own apartment in the city.""",40.7725146,-73.9490488,B&Bs & Country Inns|Vacation Rentals,B&Bs & Country Inns|Vacation Rentals,,"(40.7725146, -73.9490488)"
New York City,New York County,Grand Hyatt New York,http://www.grandnewyork.hyatt.com,New York,"Unsurpassed elegance and service in a Park Avenue landmark-area hotel. Midtown location at Grand Central Terminal, near sights, shopping, Broadway theaters, and restaurants.  Audubon Greenleaf rated.",40.7516615,-73.9765757,Hotels & Motels,Hotels & Motels,,"(40.7516615, -73.9765757)"
New York City,New York County,Grand Union Hotel,,New York,"Two blocks from the Empire State Building. All rooms redecorated. Cable TV with HBO, refrigerator, telephones with data port.",40.74599,-73.983334,Hotels & Motels,Hotels & Motels,,"(40.74599, -73.983334)"
New York City,New York County,Habitat Hotel,,New York,"located on the corner of Lexington Ave. and 57th St.  An inspired environment for all budgets-ranging from tourist class, economy single rooms w/ shared baths to deluxe stes w/ private bath.",40.7608734,-73.9690274,Hotels & Motels,Hotels & Motels,,"(40.7608734, -73.9690274)"
New York City,New York County,Hampton Inn Manhattan @ Chelsea,http://www.hershahotels.com,New York,"Newly constructed, features 144 rooms boasting signature architectural style, contemporary decor, and hi-tech amenities. Surrounded by the city's premier cultural, retail, and tourist attractions, and minutes away from midtown and the Financial district.",40.743638,-73.993089,Hotels & Motels,Hotels & Motels,,"(40.743638, -73.993089)"
New York City,New York County,Hampton Inn Manhattan - Times Square North,http://www.hamptoninn.com,New York,"Theatre District, Empire State Building, Madison Square Garden, Circle Line Tours, etc.",40.763379,-73.985868,Hotels & Motels,Hotels & Motels,,"(40.763379, -73.985868)"
New York City,New York County,"Harbor House, The",http://www.bbonline.com/ny/harborhouse/,Staten Island,"Circa 1890,The Harbor House B & B provides the best of both worlds. Harbor House is convenient to all major airports and is only a 1/2 hr from the heart of Downtown Manhattan  by car or by public transit. we are pleased to retain a quiet, relaxing atmosphere. easy living that is inspired in this unspoiled piece of country within the city.",40.62,-74.06,B&Bs & Country Inns,B&Bs & Country Inns,,"(40.62, -74.06)"
New York City,New York County,Harlem Landmark Guest House,,New York,"Experience the grandeur of old Harlem in a beautifully restored landmark townhouse. African American elegance & classic European service. Gracious prewar style, modern amenities, Jacuzzi & spa services available. Available for events & meetings.",40.826009,-73.944846,Hotels & Motels|Wellness,Hotels & Motels|Spas & Wellness Centers,,"(40.826009, -73.944846)"
New York City,New York County,Harlem YMCA,http://www.ymcanyc.org,New York,"Affordable accommodations in Harlem, Landmark Building, Coed, fitness center pool. Since its founding at the turn of the century, the Harlem YMCA has been the cultural and spiritual center of New York City's African-American community.",40.81,-73.94,Hostels,Hostels,,"(40.81, -73.94)"
New York City,New York County,Helmsley Carlton,http://helmsleyhotels.com,New York,"The New York Helmsley, one detail that cannot be improved upon is our location with the United Nations and the Broadway theatre district within easy walking distance.",40.7652182,-73.9702855,Hotels & Motels,Hotels & Motels,,"(40.7652182, -73.9702855)"
New York City,New York County,Helmsley Middletowne Hotel,http://www.HelmsleyHotels.com,New York,The Helmsley Middletowne on E. 48th St. In a smart East Side neighborhood noted for having as many great eating and drinking establishments as just about any place in the world.,40.7549868,-73.9725042,Hotels & Motels,Hotels & Motels,,"(40.7549868, -73.9725042)"
New York City,New York County,"Helmsley Park Lane Hotel, The",http://www.helmsleyparklane.com,New York,"New York."" A location so convenient to attractions such as Carnegie Hall, Lincoln Center & the Broadway theatre district, you can catch a concert, ballet & play without even catching a cab.",40.76482,-73.975335,Hotels & Motels,Hotels & Motels,,"(40.76482, -73.975335)"
New York City,New York County,Helmsley Windsor Hotel,http://www.helmsleyhotels.com,New York,"Near Central Park with old world lobby. Convenient to Rockefeller Center, Lincoln Center, Radio City Music Hall, Carnegie Hall, Fifth Ave Shopping and Museums.",40.76506,-73.977193,Hotels & Motels,Hotels & Motels,,"(40.76506, -73.977193)"
New York City,New York County,Herald Square Hotel,http://www.Heraldsquarehotel.com,New York,"Former home of the original Life magazine and ideal for budget minded visitors. Only steps away from the Empire State Building, Macy's, Madison Square Garden, and much more.",40.74723,-73.987004,Hotels & Motels,Hotels & Motels,,"(40.74723, -73.987004)"
New York City,New York County,Hilton Garden Inn Staten Island,http://www.statenisland.gardeninn.com,Staten Island,"Hilton Garden Inn, the cornerstone of Hilton Hotels Corporation's new hotel development, is a mid-priced product line targeted to today's growing segment of mid-market travelers",40.61479,-74.176557,Hotels & Motels,Hotels & Motels,,"(40.61479, -74.176557)"
New York City,New York County,Hilton New York,http://www.newyorktowers.hilton.com,New York,"International hotel with multilingual staff and information. Fitness center. Business center. Near Broadway theaters, museums, Fifth Avenue shopping.",40.762591,-73.980029,Hotels & Motels,Hotels & Motels,,"(40.762591, -73.980029)"
New York City,New York County,Hilton Times Square,http://www.timessquare.hilton.com,New York,"429 rooms plus 15 suites. Unique architecture and original artwork commissioned through the Public Art Fund. Located for sightseeing, shopping and cultural venues.",40.756359,-73.9890549,Hotels & Motels,Hotels & Motels,,"(40.756359, -73.9890549)"
New York City,New York County,Holiday Inn Downtown,http://www.holidayinn-nyc.com,New York,"227 guest rooms with hairdryer, alarm clock w/CD player, cordless phone w/voice mail. Located at the crossroads of Soho, Chinatown, and Little Italy, with Tribeca and Greenwich Village only minutes away. Convenient to subway, shopping.",40.72,-74,Hotels & Motels,Hotels & Motels,,"(40.72, -74)"
New York City,New York County,Holiday Inn Express Queens,http://www.hershahotels.com,Long Island City,"Newly constructed hotel 2/01 accessable to midtown tunnel, near LaGuardia, Shea Stadium; free continental breakfast; in-room coffee; free HBO",40.74,-73.93,Hotels & Motels,Hotels & Motels,,"(40.74, -73.93)"
New York City,New York County,Holiday Inn JFK Airport,http://www.hijfkairport.com,Jamaica,"Fine hotel adjacent to JFK Int'l Airport with  24-hour courtesy shuttle. 2 restaurants, indoor pool, health club, sauna, jacuzzi and business center.",40.6678481,-73.7945963,Hotels & Motels,Hotels & Motels,,"(40.6678481, -73.7945963)"
New York City,New York County,Holiday Inn Midtown,http://citysearch.com/nyc/holidayinnmid57,New York,"Cable TV with on command pay video, telephones with Outdoor rooftop swimming pool, fitness center on premises, valet car parking, data port and voice mail. Meeting and catering.",40.7686739,-73.9875417,Hotels & Motels,Hotels & Motels,,"(40.7686739, -73.9875417)"
New York City,New York County,Holiday Inn Wall St,http://www.holidayinnwsd.com,New York,"Tech hotel in Financial Center. Each room w/ a virtual office offering T-1 lines, web-TV, cell connect direct dial portable phones, lap top, safe, and luxury bathrooms.",40.707894,-74.007108,Hotels & Motels,Hotels & Motels,,"(40.707894, -74.007108)"
New York City,New York County,Hostelling International - New York,http://www.hinewyork.org,New York,"Located on NY's exciting Upper Westside, convenient to all public transportation. This dormitory style accommodation is affordable and also has private rooms available.",40.7988451,-73.9666553,Hotels & Motels,Hotels & Motels,,"(40.7988451, -73.9666553)"
New York City,New York County,Hotel 17,,New York,"European style, newly renovated, affordable hotel, near Greenwich Village and the East Village. Cable TV, hairdryer, A/C, maid service. Convenient location in Gramercy District.",40.7346422,-73.9844105,Hotels & Motels,Hotels & Motels,,"(40.7346422, -73.9844105)"
New York City,New York County,Hotel 31,http://www.hotel31.com,New York,"Newly renovated, near Empire State building and Macy's, in historic Murry Hill. Full amenities, cable TV, telephone, air conditioned, hair dryer, fax and computer capabilities.",40.744544,-73.981829,Hotels & Motels,Hotels & Motels,,"(40.744544, -73.981829)"
New York City,New York County,Hotel 41 at Times Square,http://www.boutiquehg.com,New York,"Chic contemporary 47 room boutique hotel in the center of Times Square. Provides complimentary amenities such as a welcome drink, 24-hour cappuccino & espresso, dvd/cd  players, music and dvd library, bathrobes & bottled water.",40.7555749,-73.9879654,Hotels & Motels,Hotels & Motels,,"(40.7555749, -73.9879654)"
New York City,New York County,Hotel Beacon,http://beaconhotel.com,New York,"Near Lincoln Center, Central Park, and the Museum of Natural History. Fully equipped kitchenettes, marble bathrooms, hair dyers, iron/ironing boards, coffee makers & coffee.  Audubon Greenleaf rated.",40.780731,-73.981246,Hotels & Motels,Hotels & Motels,,"(40.780731, -73.981246)"
New York City,New York County,Hotel Chandler,http://www.hotelchandler.com,New York,"Newly opened deluxe accommodations in the Murry Hill area. Hotel can accommodate small board meetings. The Library can accommodate 30 persons for a reception.  The Library & Lounge can accommodate 100 persons for a reception.  They have a fitness center, which includes a sauna.",40.75,-73.99,Hotels & Motels,Hotels & Motels,,"(40.75, -73.99)"
New York City,New York County,Hotel Plaza Athenee New York,http://www.plaza-athenee.com,New York,"Charming hotel on a quiet, tree-lined street, minutes from Central Park and museums. Has 117 guestrooms and 35 suites. Stylish bar/restaurant, Arabelle. 'One of the top 50 hotels in America' - Zagat Survey. 'Best Service' - Conde Nast Traveler.",40.766615,-73.968294,Hotels & Motels,Hotels & Motels,,"(40.766615, -73.968294)"
